rt,response,participant_id,trial_index,task_1,cue_1_dur,congruency,task_switch,or_switch,mov_switch
0.6704330000008922,1.0,4.0,7.0,or,2970.0,0,0,1,1
0.9277330000009388,1.0,4.0,8.0,mov,2970.0,0,1,1,1
0.8228329999998677,1.0,4.0,9.0,mov,2970.0,1,0,1,0
0.6618560000001453,1.0,4.0,10.0,or,2970.0,1,1,1,1
0.9820560000005644,1.0,4.0,11.0,or,2970.0,0,0,0,1
0.9319560000002384,1.0,4.0,12.0,or,2970.0,0,0,0,0
0.7590790000001434,1.0,4.0,13.0,or,2970.0,1,0,1,0
0.7427899999993388,1.0,4.0,14.0,or,2970.0,0,0,1,0
0.883290000000503,1.0,4.0,15.0,mov,2970.0,1,1,0,1
0.9129130000006408,1.0,4.0,16.0,or,2970.0,0,1,1,0
1.343813000000082,1.0,4.0,17.0,mov,2970.0,0,1,1,1
1.1511130000001286,1.0,4.0,18.0,mov,2970.0,0,0,1,1
0.9383359999998938,1.0,4.0,19.0,or,2970.0,1,1,0,1
0.888235999999335,1.0,4.0,20.0,mov,2970.0,1,1,0,0
1.6383360000001266,1.0,4.0,21.0,mov,2970.0,0,0,0,1
0.8716700000001584,1.0,4.0,22.0,mov,2970.0,1,0,0,1
0.6999700000002049,1.0,4.0,23.0,mov,2970.0,1,0,0,0
0.8484699999995065,-1.0,4.0,24.0,mov,2970.0,0,0,1,0
0.827293000000529,1.0,4.0,25.0,mov,2970.0,1,0,1,0
0.8600930000005755,1.0,4.0,26.0,or,2970.0,1,1,1,1
0.9196929999995044,1.0,4.0,27.0,or,2970.0,0,0,1,0
1.3624160000008996,1.0,4.0,28.0,mov,2970.0,0,1,0,0
0.7585270000004676,1.0,4.0,29.0,or,2970.0,1,1,1,0
0.920026999999769,1.0,4.0,30.0,mov,2970.0,0,1,1,0
0.8687499999995343,1.0,4.0,31.0,mov,2970.0,0,0,0,0
1.1112500000004657,1.0,4.0,32.0,mov,2970.0,0,0,1,1
0.7557499999997672,1.0,4.0,33.0,mov,2970.0,1,0,0,1
0.6587730000002775,1.0,4.0,34.0,mov,2970.0,1,0,0,0
0.9398730000008364,-1.0,4.0,35.0,or,2970.0,0,1,1,0
1.3198730000001375,-1.0,4.0,36.0,or,2970.0,0,0,0,0
0.8305070000009146,1.0,4.0,37.0,mov,2970.0,1,1,1,0
0.8243070000009611,1.0,4.0,38.0,or,2970.0,1,1,1,1
1.6242070000006206,1.0,4.0,39.0,mov,2970.0,0,1,0,1
0.8612300000009127,1.0,4.0,40.0,mov,2970.0,1,0,1,0
0.9828299999998416,1.0,4.0,41.0,mov,2970.0,0,0,0,1
1.0414300000006331,1.0,4.0,42.0,or,2970.0,0,1,1,1
0.8747529999997933,1.0,4.0,43.0,or,2970.0,0,0,1,1
1.1017639999997335,1.0,4.0,44.0,or,2970.0,0,0,0,0
0.7444640000001528,1.0,4.0,45.0,or,2970.0,1,0,1,0
1.009487000000663,1.0,4.0,46.0,mov,2970.0,0,1,1,0
0.7748870000001044,1.0,4.0,47.0,mov,2970.0,1,0,0,1
0.9373869999994058,1.0,4.0,48.0,or,2970.0,1,1,0,0
0.6778100000002887,1.0,4.0,49.0,or,2970.0,1,0,0,0
1.04620999999973,1.0,4.0,50.0,mov,2970.0,0,1,1,0
0.6726210000002757,1.0,4.0,51.0,mov,2970.0,0,0,0,0
0.6749439999994357,1.0,4.0,52.0,mov,2970.0,1,0,1,0
1.1749440000005995,1.0,4.0,53.0,or,2970.0,0,1,0,1
0.9800439999995578,1.0,4.0,54.0,mov,2970.0,1,1,1,0
0.6114670000001788,1.0,4.0,55.0,mov,2970.0,1,0,0,0
0.7799669999994803,1.0,4.0,56.0,or,2970.0,1,1,0,0
0.7169670000006736,1.0,4.0,57.0,mov,2970.0,0,1,1,0
0.6857899999998044,-1.0,4.0,58.0,or,2970.0,0,1,1,1
0.8066010000005189,1.0,4.0,59.0,or,2970.0,1,0,1,0
0.985501000000164,1.0,4.0,60.0,or,2970.0,0,0,1,0
0.7388239999995567,-1.0,4.0,61.0,mov,2970.0,1,1,1,0
0.8674240000001446,1.0,4.0,62.0,or,2970.0,1,1,0,0
0.8453239999997895,1.0,4.0,63.0,or,2970.0,1,0,0,0
0.6404469999999274,-1.0,4.0,64.0,mov,2970.0,1,1,1,1
1.4305470000005152,1.0,4.0,65.0,or,2970.0,0,1,0,1
0.8424580000010319,1.0,4.0,66.0,or,2970.0,1,0,0,1
0.7753809999998484,1.0,4.0,67.0,mov,2970.0,1,1,1,1
0.8610810000002093,1.0,4.0,68.0,or,2970.0,1,1,1,1
1.0514809999999124,1.0,4.0,69.0,mov,2970.0,1,1,0,0
1.111004000000219,1.0,4.0,70.0,or,2970.0,0,1,0,1
1.1188040000002075,1.0,4.0,71.0,mov,2970.0,1,1,0,1
0.914303999999538,1.0,4.0,72.0,or,2970.0,0,1,1,0
0.9868269999998156,1.0,4.0,73.0,mov,2970.0,0,1,0,0
0.8487380000001286,1.0,4.0,74.0,mov,2970.0,0,0,1,1
0.8286379999998026,1.0,4.0,75.0,mov,2970.0,0,0,1,1
0.7315610000004817,1.0,4.0,76.0,or,2970.0,1,1,0,1
0.8929610000001267,1.0,4.0,77.0,mov,2970.0,1,1,0,0
1.273960999999428,-1.0,4.0,78.0,mov,2970.0,0,0,1,0
0.7109839999997057,1.0,4.0,79.0,or,2970.0,1,1,0,1
0.722901999999769,1.0,4.0,0.0,or,2970.0,1,0,1,1
1.311012999999337,1.0,4.0,1.0,mov,2970.0,0,1,1,0
0.966712999999756,1.0,4.0,2.0,mov,2970.0,0,0,1,1
0.8811360000006371,1.0,4.0,3.0,mov,2970.0,1,0,1,0
0.7852359999993369,1.0,4.0,4.0,or,2970.0,1,1,0,0
0.9326360000008718,1.0,4.0,5.0,mov,2970.0,0,1,1,0
0.958359000000637,1.0,4.0,6.0,mov,2970.0,1,0,0,1
1.1246590000004508,1.0,4.0,7.0,mov,2970.0,0,0,1,0
0.8020700000009928,1.0,4.0,8.0,mov,2970.0,0,0,1,1
0.9603930000001564,1.0,4.0,9.0,or,2970.0,0,1,0,0
0.7618929999994579,1.0,4.0,10.0,or,2970.0,1,0,0,1
0.8155929999998771,1.0,4.0,11.0,mov,2970.0,1,1,0,0
0.6877159999997821,1.0,4.0,12.0,mov,2970.0,1,0,0,0
0.8640159999998286,1.0,4.0,13.0,mov,2970.0,0,0,0,1
0.6813159999998752,1.0,4.0,14.0,mov,2970.0,1,0,0,1
0.6678500000010245,1.0,4.0,15.0,mov,2970.0,1,0,0,0
0.931049999999348,1.0,4.0,16.0,or,2970.0,0,1,1,0
1.1015500000005125,1.0,4.0,17.0,or,2970.0,0,0,0,0
0.8784729999995324,1.0,4.0,18.0,mov,2970.0,1,1,0,1
1.2893730000008363,-1.0,4.0,19.0,mov,2970.0,0,0,1,0
0.9391730000008828,1.0,4.0,20.0,or,2970.0,0,1,1,1
0.8619960000002757,1.0,4.0,21.0,mov,2970.0,0,1,0,0
0.7282960000000894,1.0,4.0,22.0,mov,2970.0,0,0,0,0
0.8695069999995175,1.0,4.0,23.0,mov,2970.0,1,0,1,0
0.8982300000009127,1.0,4.0,24.0,or,2970.0,1,1,1,1
0.7693299999998416,1.0,4.0,25.0,mov,2970.0,1,1,1,1
0.9697299999995156,1.0,4.0,26.0,or,2970.0,0,1,0,1
0.9973529999994208,1.0,4.0,27.0,mov,2970.0,0,1,1,1
0.7218530000005994,1.0,4.0,28.0,or,2970.0,1,1,1,0
0.9883529999998864,1.0,4.0,29.0,or,2970.0,0,0,0,1
0.6845870000003051,1.0,4.0,30.0,mov,2970.0,1,1,1,0
0.6225869999993593,1.0,4.0,31.0,mov,2970.0,1,0,0,0
0.8598869999994058,1.0,4.0,32.0,or,2970.0,0,1,0,1
0.8606100000010337,1.0,4.0,33.0,or,2970.0,0,0,0,0
0.7627099999997299,1.0,4.0,34.0,mov,2970.0,1,1,0,1
0.8125099999997765,1.0,4.0,35.0,or,2970.0,0,1,0,1
0.7483330000010319,-1.0,4.0,36.0,mov,2970.0,0,1,1,1
1.6111330000008457,1.0,4.0,37.0,mov,2970.0,0,0,1,1
0.8824439999998868,1.0,4.0,38.0,or,2970.0,0,1,0,0
1.4568670000005512,1.0,4.0,39.0,mov,2970.0,0,1,1,1
0.8441670000005979,1.0,4.0,40.0,or,2970.0,1,1,1,0
1.0486669999998994,1.0,4.0,41.0,mov,2970.0,0,1,1,0
0.8213899999994319,1.0,4.0,42.0,or,2970.0,1,1,0,1
0.864089999999851,1.0,4.0,43.0,mov,2970.0,1,1,0,0
0.8001900000006427,1.0,4.0,44.0,or,2970.0,1,1,0,0
0.7278239999995567,1.0,4.0,45.0,or,2970.0,1,0,0,0
0.620824000000488,1.0,4.0,46.0,or,2970.0,1,0,1,1
0.6098239999997895,1.0,4.0,47.0,or,2970.0,1,0,0,0
0.5503470000002999,1.0,4.0,48.0,or,2970.0,1,0,0,0
0.8115470000004862,1.0,4.0,49.0,mov,2970.0,1,1,1,1
0.7076469999994152,1.0,4.0,50.0,or,2970.0,1,1,0,0
0.8316699999999255,1.0,4.0,51.0,or,2970.0,0,0,1,0
1.009680999999866,1.0,4.0,52.0,mov,2970.0,1,1,1,0
0.701381000000285,1.0,4.0,53.0,or,2970.0,1,1,1,1
1.1579040000005625,1.0,4.0,54.0,or,2970.0,1,0,1,1
0.7687040000006091,1.0,4.0,55.0,mov,2970.0,1,1,1,1
0.6070040000006266,1.0,4.0,56.0,or,2970.0,1,1,1,1
0.8541270000005606,1.0,4.0,57.0,or,2970.0,0,0,1,0
0.6954270000006072,1.0,4.0,58.0,mov,2970.0,1,1,1,0
0.9501270000009971,1.0,4.0,59.0,mov,2970.0,0,0,0,1
0.8945610000004818,1.0,4.0,60.0,or,2970.0,0,1,0,0
1.0879610000000977,1.0,4.0,61.0,mov,2970.0,0,1,1,1
0.6958609999998007,1.0,4.0,62.0,mov,2970.0,1,0,0,1
0.5437840000004508,1.0,4.0,63.0,mov,2970.0,1,0,0,0
0.9217839999999852,-1.0,4.0,64.0,mov,2970.0,0,0,1,0
0.7849840000001713,1.0,4.0,65.0,mov,2970.0,1,0,1,0
0.8177069999999367,1.0,4.0,66.0,or,2970.0,1,1,0,0
0.8352179999998771,1.0,4.0,67.0,or,2970.0,0,0,1,0
0.6844180000000634,1.0,4.0,68.0,or,2970.0,1,0,0,1
1.1011409999997996,1.0,4.0,69.0,mov,2970.0,0,1,1,0
0.91254099999927,1.0,4.0,70.0,or,2970.0,0,1,0,0
0.8994410000010393,1.0,4.0,71.0,mov,2970.0,0,1,0,0
0.7123639999995648,1.0,4.0,72.0,mov,2970.0,1,0,0,1
0.6105640000002459,1.0,4.0,73.0,or,2970.0,1,1,1,1
1.0306640000008047,1.0,4.0,74.0,or,2970.0,0,0,0,1
0.9009980000010984,1.0,4.0,75.0,mov,2970.0,0,1,0,0
0.6823980000005103,1.0,4.0,76.0,mov,2970.0,0,0,0,0
0.7138980000000447,1.0,4.0,77.0,mov,2970.0,0,0,0,0
0.934520999999746,1.0,4.0,78.0,or,2970.0,0,1,1,1
0.7058209999999963,1.0,4.0,79.0,or,2970.0,1,0,1,0
1.3518000000000463,1.0,8.0,0.0,mov,2800.0,1,1,0,0
1.3627999999285676,1.0,8.0,1.0,or,2800.0,1,1,0,0
1.545600000023842,1.0,8.0,2.0,mov,2800.0,0,1,1,0
1.679699999952223,1.0,8.0,3.0,mov,2800.0,1,0,1,0
1.942300000023795,1.0,8.0,4.0,or,2800.0,1,1,1,1
1.926399999928428,1.0,8.0,5.0,mov,2800.0,0,1,1,0
1.1608000000000465,1.0,8.0,6.0,mov,2800.0,1,0,0,1
1.6199999999999963,1.0,8.0,7.0,or,2800.0,1,1,1,1
1.7106000000238382,1.0,8.0,8.0,or,2800.0,0,0,1,0
1.4281999999999535,1.0,8.0,9.0,mov,2800.0,0,1,1,1
1.1269999999762512,1.0,8.0,10.0,mov,2800.0,1,0,0,1
1.2324999999285209,1.0,8.0,11.0,mov,2800.0,0,0,1,0
1.009999999928521,1.0,8.0,12.0,mov,2800.0,0,0,1,1
1.532499999928521,1.0,8.0,13.0,or,2800.0,0,1,0,0
1.3091000000238415,1.0,8.0,14.0,mov,2800.0,0,1,0,0
1.6197999999523165,1.0,8.0,15.0,mov,2800.0,0,0,1,1
1.6231999999999531,1.0,8.0,16.0,or,2800.0,0,1,1,1
1.7568000000000463,1.0,8.0,17.0,or,2800.0,1,0,1,0
1.0625999999283813,1.0,8.0,18.0,or,2800.0,1,0,0,0
1.3954000000238884,1.0,8.0,19.0,or,2800.0,0,0,1,0
1.1419999999522696,1.0,8.0,20.0,mov,2800.0,1,1,0,1
1.4069999999762512,1.0,8.0,21.0,or,2800.0,0,1,1,0
1.0791999999762047,1.0,8.0,22.0,or,2800.0,1,0,0,1
0.980299999976065,1.0,8.0,23.0,or,2800.0,1,0,0,0
1.1891999999522378,1.0,8.0,24.0,mov,2800.0,0,1,1,0
0.9618999999999214,1.0,8.0,25.0,or,2800.0,1,1,1,0
1.2101000000000786,1.0,8.0,26.0,mov,2800.0,0,1,0,1
1.127300000000032,1.0,8.0,27.0,mov,2800.0,1,0,0,1
1.6140999999761116,1.0,8.0,28.0,or,2800.0,0,1,0,1
1.319499999976237,1.0,8.0,29.0,or,2800.0,1,0,1,0
1.238,1.0,8.0,30.0,or,2800.0,1,0,1,1
1.256399999928428,1.0,8.0,31.0,or,2800.0,1,0,1,1
1.2696000000000789,1.0,8.0,32.0,mov,2800.0,0,1,1,0
1.384400000023874,1.0,8.0,33.0,or,2800.0,0,1,1,1
1.2346000000000783,1.0,8.0,34.0,or,2800.0,0,0,0,0
1.2496999999762046,1.0,8.0,35.0,mov,2800.0,1,1,1,0
1.101100000000064,1.0,8.0,36.0,mov,2800.0,1,0,1,1
1.3836999999762047,1.0,8.0,37.0,or,2800.0,1,1,0,0
1.5883000000237952,1.0,8.0,38.0,mov,2800.0,0,1,0,1
1.1050999999523627,1.0,8.0,39.0,or,2800.0,1,1,0,1
1.2871999999284744,1.0,8.0,40.0,mov,2800.0,1,1,0,0
1.3363999999523803,1.0,8.0,41.0,mov,2800.0,0,0,1,0
1.5360999999761116,1.0,8.0,42.0,or,2800.0,0,1,0,0
1.1460999999761117,1.0,8.0,43.0,mov,2800.0,1,1,1,0
1.2388999999284278,1.0,8.0,44.0,or,2800.0,0,1,1,0
1.3194000000238884,1.0,8.0,45.0,or,2800.0,1,0,0,1
1.7524999999522697,1.0,8.0,46.0,or,2800.0,1,0,1,1
1.120200000023906,1.0,8.0,47.0,or,2800.0,1,0,0,0
1.079600000023842,1.0,8.0,48.0,or,2800.0,0,0,0,1
1.254399999976158,1.0,8.0,49.0,or,2800.0,1,0,1,0
1.722599999952363,1.0,8.0,50.0,or,2800.0,0,0,0,1
1.2247999999285384,1.0,8.0,51.0,mov,2800.0,1,1,0,1
1.1870999999283811,1.0,8.0,52.0,mov,2800.0,1,0,1,1
1.0868000000000466,1.0,8.0,53.0,or,2800.0,1,1,1,1
1.2781999999999534,1.0,8.0,54.0,mov,2800.0,1,1,1,1
1.4464999999762225,1.0,8.0,55.0,or,2800.0,0,1,0,1
1.6706999999762049,1.0,8.0,56.0,mov,2800.0,1,1,1,0
1.2700000000237488,1.0,8.0,57.0,mov,2800.0,0,0,0,1
1.2384999999522697,1.0,8.0,58.0,or,2800.0,0,1,0,0
1.087700000023906,1.0,8.0,59.0,mov,2800.0,1,1,0,1
1.486799999976065,1.0,8.0,60.0,or,2800.0,0,1,0,1
